Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,GSW,,MEM,W 123-118,*,21,5,14,.357,1,4,.250,2,2,1.000,1,1,2,1,1,1,0,2,13,7.8,4
2024-11-12,GSW,,DAL,W 120-117,*,34,3,8,.375,0,3,.000,2,4,.500,1,2,3,4,2,1,1,4,8,7.0,16
2024-11-10,GSW,@,OKC,W 127-116,*,35,6,14,.429,2,4,.500,4,6,.667,5,3,8,5,3,1,0,3,18,20.2,21
2024-11-08,GSW,@,CLE,L 117-136,*,21,4,9,.444,1,3,.333,2,2,1.000,1,0,1,2,1,0,1,0,11,8.4,-23
2024-11-06,GSW,@,BOS,W 118-112,*,31,6,14,.429,0,3,.000,4,6,.667,0,2,2,0,0,0,2,1,16,6.0,8
