Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,GSW,,MEM,W 123-118,*,26,4,9,.444,3,7,.429,2,2,1.000,1,7,8,5,4,0,3,2,13,14.8,9
2024-11-12,GSW,,DAL,W 120-117,*,35,14,27,.519,5,12,.417,4,5,.800,0,6,6,9,1,2,4,2,37,29.0,24
2024-11-10,GSW,@,OKC,W 127-116,*,37,13,23,.565,7,13,.538,3,4,.750,1,4,5,7,1,1,3,2,36,29.4,21
2024-11-08,GSW,@,CLE,L 117-136,*,24,5,10,.500,1,4,.250,1,1,1.000,0,1,1,2,2,0,6,0,12,4.7,-25
2024-11-06,GSW,@,BOS,W 118-112,*,34,8,17,.471,4,9,.444,7,7,1.000,0,7,7,9,4,1,3,2,27,27.6,7
