Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,DEN,@,NOP,L 94-101,,22,2,8,.250,1,3,.333,0,0,,1,3,4,7,0,0,1,3,5,4.5,-1
2024-11-10,DEN,,DAL,W 122-120,,20,3,10,.300,0,2,.000,0,0,,2,3,5,5,1,0,2,2,6,4.2,-13
2024-11-08,DEN,,MIA,W 135-122,,24,2,5,.400,2,3,.667,0,0,,0,4,4,10,0,1,2,2,6,9.4,-5
2024-11-06,DEN,,OKC,W 124-122,*,32,10,15,.667,3,4,.750,6,9,.667,1,5,6,6,1,0,4,4,29,23.1,-14
2024-11-04,DEN,,TOR,W 121-119,*,34,6,10,.600,1,5,.200,8,10,.800,1,5,6,6,1,1,4,4,21,18.1,-3
