Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
65,518,68,2025-03-19,10001,1,78219,L 105-120,*,34:59,1,4,0.25,0,3,0.0,1,1,1.0,0.25,0,0,,3,4,7,7,3,2,2,5,2,8.2,-26
66,519,69,2025-03-20,10001,1,28202,L 98-115,*,39:28,5,8,0.625,3,3,1.0,2,5,0.4,0.813,0,0,,2,2,4,6,1,0,1,4,13,14.0,-16
67,520,70,2025-03-22,10001,0,20004,W 122-103,*,37:32,4,10,0.4,0,3,0.0,4,7,0.571,0.4,1,2,0.5,3,9,12,2,1,0,2,2,9,7.6,22
68,521,71,2025-03-25,10001,0,75219,W 128-113,*,33:26,6,9,0.667,2,2,1.0,4,7,0.571,0.778,2,2,1.0,1,11,12,11,2,0,2,2,16,23.0,10
69,522,72,2025-03-26,10001,0,90015,L 113-126,*,33:34,3,9,0.333,0,4,0.0,3,5,0.6,0.333,1,3,0.333,1,4,5,6,0,0,0,3,7,6.0,7
70,523,73,2025-03-28,10001,1,53203,W 116-107,*,41:52,5,8,0.625,0,2,0.0,5,6,0.833,0.625,3,5,0.6,4,10,14,8,2,1,1,2,13,20.9,3
71,524,74,2025-03-30,10001,0,97227,W 110-93,*,38:10,5,10,0.5,1,3,0.333,4,7,0.571,0.55,3,4,0.75,1,7,8,9,3,0,1,4,14,18.1,4
72,525,75,2025-04-01,10001,0,19148,W 105-91,*,32:00,4,7,0.571,0,0,,4,7,0.571,0.571,1,1,1.0,0,4,4,6,2,0,1,3,9,10.9,3
73,526,76,2025-04-02,10001,1,44115,L 105-124,*,36:44,8,19,0.421,3,9,0.333,5,10,0.5,0.5,0,0,,2,3,5,4,2,0,3,1,19,12.6,-14
74,527,77,2025-04-05,10001,1,30313,W 121-105,*,32:20,5,8,0.625,2,2,1.0,3,6,0.5,0.75,4,5,0.8,0,9,9,11,4,0,4,3,16,21.2,3
75,528,78,2025-04-06,10001,0,85004,W 112-98,*,37:47,2,6,0.333,0,2,0.0,2,4,0.5,0.333,3,4,0.75,1,9,10,5,1,0,4,1,7,6.7,13
76,529,79,2025-04-08,10001,0,02114,L 117-119 (OT),*,47:32,5,14,0.357,0,4,0.0,5,10,0.5,0.357,0,1,0.0,4,7,11,7,3,0,1,6,10,11.2,-5
77,530,81,2025-04-11,10001,0,44115,L 102-108,*,34:29,3,6,0.5,2,3,0.667,1,3,0.333,0.667,0,0,,2,9,11,5,1,0,2,4,8,10.0,-16
