Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,IND,,MIA,L 111-124,*,28,3,7,.429,1,4,.250,2,3,.667,0,5,5,2,1,1,1,1,9,8.1,-29
2024-11-13,IND,@,ORL,L 90-94,*,34,4,11,.364,2,5,.400,1,2,.500,0,2,2,1,2,2,1,4,11,6.6,-3
2024-11-10,IND,,NYK,W 132-121,*,39,8,15,.533,5,8,.625,5,6,.833,0,6,6,1,1,2,2,4,26,19.6,14
2024-11-08,IND,@,CHO,L 83-103,*,32,5,13,.385,1,3,.333,1,4,.250,4,6,10,1,1,2,3,2,12,7.6,-23
2024-11-06,IND,,ORL,W 118-111,*,36,6,17,.353,1,6,.167,4,5,.800,1,9,10,2,1,2,3,3,17,10.1,1
