Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
8,461,8,2021-11-03,80204,1,38103,L 106-108,*,35:01,11,20,0.55,2,5,0.4,9,15,0.6,0.6,10,10,1.0,2,9,11,5,2,0,2,3,34,30.8,-3
9,462,9,2021-11-06,80204,0,77002,W 95-94,*,36:23,9,15,0.6,1,3,0.333,8,12,0.667,0.633,9,11,0.818,2,12,14,2,2,1,5,5,28,22.4,7
10,463,10,2021-11-08,80204,0,33132,W 113-96,*,33:24,10,14,0.714,0,0,,10,14,0.714,0.714,5,8,0.625,4,11,15,10,2,2,2,3,25,31.3,14
11,464,12,2021-11-12,80204,0,30313,W 105-96,*,35:29,10,22,0.455,1,8,0.125,9,14,0.643,0.477,1,4,0.25,5,14,19,10,1,0,2,5,22,21.1,19
12,465,13,2021-11-14,80204,0,97227,W 124-95,*,27:57,11,17,0.647,3,3,1.0,8,14,0.571,0.735,3,3,1.0,2,7,9,9,0,0,3,2,28,26.5,9
13,466,14,2021-11-15,80204,1,75219,L 101-111,*,36:52,15,26,0.577,2,6,0.333,13,20,0.65,0.615,3,6,0.5,3,13,16,6,0,2,3,1,35,29.8,-1
14,467,15,2021-11-18,80204,0,19148,L 89-103,*,35:24,10,17,0.588,3,4,0.75,7,13,0.538,0.676,7,9,0.778,1,9,10,7,0,1,1,3,30,28.1,-5
15,468,20,2021-11-29,80204,1,33132,W 120-111,*,32:35,9,14,0.643,1,2,0.5,8,12,0.667,0.679,5,6,0.833,3,12,15,7,1,0,1,2,24,27.2,17
16,469,21,2021-12-01,80204,1,32801,L 103-108,*,36:11,7,19,0.368,0,5,0.0,7,14,0.5,0.368,4,5,0.8,1,14,15,7,1,0,5,1,18,12.5,2
17,470,22,2021-12-04,80204,1,10001,W 113-99,*,26:56,14,19,0.737,3,7,0.429,11,12,0.917,0.816,1,1,1.0,3,8,11,5,0,0,4,0,32,28.3,12
18,471,23,2021-12-06,80204,1,60612,L 97-109,*,36:07,6,17,0.353,1,5,0.2,5,12,0.417,0.382,4,6,0.667,1,11,12,15,2,0,3,2,17,19.4,7
19,472,24,2021-12-08,80204,1,70112,W 120-114 (OT),*,36:42,17,23,0.739,0,3,0.0,17,20,0.85,0.739,5,9,0.556,1,10,11,11,1,0,6,2,39,33.7,4
20,473,25,2021-12-09,80204,1,78219,L 111-123,*,34:59,8,19,0.421,2,8,0.25,6,11,0.545,0.474,4,4,1.0,2,11,13,10,2,1,2,3,22,23.1,-5
21,474,26,2021-12-11,80204,1,78219,W 127-112,*,34:12,15,24,0.625,4,6,0.667,11,18,0.611,0.708,1,1,1.0,2,15,17,8,1,2,5,3,35,31.9,32
