Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-06,PHI,@,LAC,L 98-110,*,32,5,13,.385,1,6,.167,1,1,1.000,0,1,1,1,1,0,3,3,12,2.7,-16
2024-11-04,PHI,@,PHO,L 116-118,*,41,12,22,.545,6,14,.429,2,3,.667,0,3,3,2,1,1,0,3,32,23.8,-9
2024-11-02,PHI,,MEM,L 107-124,*,37,8,19,.421,4,9,.444,3,3,1.000,0,2,2,6,3,0,3,2,23,16.9,-16
2024-10-30,PHI,,DET,L 95-105,*,40,12,25,.480,2,10,.200,6,7,.857,0,3,3,7,2,0,1,3,32,24.5,-11
2024-10-27,PHI,@,IND,W 118-114 (OT),*,48,14,32,.438,5,17,.294,12,15,.800,0,4,4,4,1,2,5,3,45,27.2,6
