Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
68,231,74,2019-03-28,80204,1,77002,L 85-112,*,26:21,7,14,0.5,0,2,0.0,7,12,0.583,0.5,6,7,0.857,1,3,4,3,2,0,0,1,20,17.9,-14
69,232,75,2019-03-29,80204,1,73102,W 115-105,*,33:31,11,20,0.55,3,9,0.333,8,11,0.727,0.625,2,2,1.0,0,5,5,9,1,0,0,1,27,25.8,5
70,233,76,2019-03-31,80204,0,20004,L 90-95,*,21:37,4,8,0.5,2,5,0.4,2,3,0.667,0.625,2,2,1.0,0,2,2,2,0,1,1,2,12,8.9,1
71,234,77,2019-04-02,80204,1,94607,L 102-116,*,28:39,6,14,0.429,1,5,0.2,5,9,0.556,0.464,4,4,1.0,0,4,4,3,5,0,2,1,17,15.5,-12
72,235,78,2019-04-03,80204,0,78219,W 113-85,*,30:14,6,14,0.429,1,4,0.25,5,10,0.5,0.464,1,2,0.5,2,4,6,11,1,1,3,1,14,14.8,16
73,236,79,2019-04-05,80204,0,97227,W 119-110,*,35:53,7,15,0.467,2,4,0.5,5,11,0.455,0.533,7,7,1.0,1,3,4,6,1,0,0,2,23,21.3,0
74,237,81,2019-04-09,80204,1,84101,L 108-118,*,30:58,9,21,0.429,3,6,0.5,6,15,0.4,0.5,1,2,0.5,0,5,5,1,1,0,2,1,22,11.3,-18
75,238,82,2019-04-10,80204,0,55403,W 99-95,*,34:35,6,12,0.5,3,7,0.429,3,5,0.6,0.625,2,4,0.5,2,6,8,7,0,1,2,0,17,17.0,16
1,239,1,2019-10-23,80204,1,97227,W 108-100,*,33:47,4,14,0.286,3,6,0.5,1,8,0.125,0.393,3,4,0.75,1,4,5,6,1,0,2,1,14,10.1,9
2,240,2,2019-10-25,80204,0,85004,W 108-107 (OT),*,40:37,8,19,0.421,2,5,0.4,6,14,0.429,0.474,9,11,0.818,1,6,7,3,1,1,3,4,27,17.8,3
3,241,3,2019-10-28,80204,1,95814,W 101-94,*,30:58,6,14,0.429,2,7,0.286,4,7,0.571,0.5,4,4,1.0,1,3,4,3,1,0,2,3,18,12.1,7
4,242,4,2019-10-29,80204,0,75219,L 106-109,*,33:31,7,13,0.538,0,4,0.0,7,9,0.778,0.538,2,2,1.0,0,6,6,1,0,0,0,3,16,11.0,11
5,243,5,2019-10-31,80204,1,70112,L 107-122,*,26:17,6,14,0.429,1,4,0.25,5,10,0.5,0.464,1,1,1.0,0,3,3,6,1,0,3,2,14,8.9,-11
6,244,6,2019-11-02,80204,1,32801,W 91-87,*,32:16,7,15,0.467,2,3,0.667,5,12,0.417,0.533,6,6,1.0,1,3,4,2,1,0,2,2,22,15.5,10
7,245,7,2019-11-05,80204,0,33132,W 109-89,*,32:33,9,15,0.6,1,2,0.5,8,13,0.615,0.633,2,4,0.5,2,3,5,4,2,0,5,0,21,15.4,17
8,246,8,2019-11-08,80204,0,19148,W 100-97,*,37:25,10,18,0.556,1,3,0.333,9,15,0.6,0.583,1,1,1.0,1,5,6,11,1,2,2,2,22,22.9,16
9,247,9,2019-11-10,80204,1,55403,W 100-98 (OT),*,35:25,6,19,0.316,3,7,0.429,3,12,0.25,0.395,0,0,,0,5,5,2,1,0,7,4,15,-0.6,-3
10,248,10,2019-11-12,80204,0,30313,L 121-125,*,33:19,7,16,0.438,0,4,0.0,7,12,0.583,0.438,4,4,1.0,2,1,3,8,1,1,0,2,18,17.8,10
11,249,11,2019-11-14,80204,0,11217,W 101-93,*,28:40,1,11,0.091,1,4,0.25,0,7,0.0,0.136,1,1,1.0,2,3,5,4,1,0,2,0,4,0.8,2
12,250,12,2019-11-17,80204,1,38103,W 131-114,*,31:13,14,24,0.583,7,12,0.583,7,12,0.583,0.729,4,4,1.0,0,4,4,8,3,1,0,1,39,37.9,23
13,251,13,2019-11-20,80204,0,77002,W 105-95,*,33:25,4,16,0.25,2,7,0.286,2,9,0.222,0.313,0,0,,0,1,1,9,6,0,5,5,10,6.0,12
14,252,14,2019-11-22,80204,0,02114,W 96-92,*,38:06,9,18,0.5,2,6,0.333,7,12,0.583,0.556,2,2,1.0,1,5,6,5,2,0,3,1,22,17.3,8
15,253,15,2019-11-24,80204,0,85004,W 116-104,*,34:20,9,21,0.429,4,11,0.364,5,10,0.5,0.524,0,0,,1,6,7,3,1,0,0,1,22,16.1,11
16,254,16,2019-11-26,80204,0,20004,W 117-104,*,24:56,7,12,0.583,0,2,0.0,7,10,0.7,0.583,2,2,1.0,0,2,2,2,3,1,5,1,16,10.7,12
17,255,17,2019-11-30,80204,1,95814,L 97-100 (OT),*,36:53,6,16,0.375,1,5,0.2,5,11,0.455,0.406,2,2,1.0,0,4,4,6,2,0,2,2,15,10.8,-5
18,256,18,2019-12-03,80204,0,90015,L 96-105,*,35:44,8,17,0.471,0,3,0.0,8,14,0.571,0.471,6,6,1.0,0,5,5,5,2,1,1,0,22,20.0,-7
19,257,19,2019-12-05,80204,1,10001,W 129-92,*,22:11,5,9,0.556,1,3,0.333,4,6,0.667,0.611,3,4,0.75,2,1,3,4,0,0,1,0,14,12.8,10
20,258,20,2019-12-06,80204,1,02114,L 95-108,*,34:05,5,14,0.357,0,2,0.0,5,12,0.417,0.357,0,0,,1,2,3,3,2,1,1,1,10,6.9,-10
21,259,21,2019-12-08,80204,1,11217,L 102-105,*,32:47,7,17,0.412,3,6,0.5,4,11,0.364,0.5,4,4,1.0,1,2,3,5,0,0,2,3,21,13.5,-14
22,260,22,2019-12-10,80204,1,19148,L 92-97,*,05:11,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,3
23,261,23,2019-12-12,80204,0,97227,W 114-99,*,28:13,4,11,0.364,2,5,0.4,2,6,0.333,0.455,2,3,0.667,0,6,6,3,1,0,3,1,12,7.0,-1
24,262,24,2019-12-14,80204,0,73102,W 110-102,*,32:46,6,15,0.4,1,6,0.167,5,9,0.556,0.433,1,2,0.5,0,5,5,7,1,0,2,2,14,10.1,19
25,263,25,2019-12-15,80204,0,10001,W 111-105,*,32:37,5,14,0.357,2,6,0.333,3,8,0.375,0.429,2,2,1.0,3,3,6,4,0,0,1,2,14,10.2,2
26,264,26,2019-12-18,80204,0,32801,W 113-104,*,35:57,11,19,0.579,2,8,0.25,9,11,0.818,0.632,9,10,0.9,1,4,5,1,1,0,4,2,33,22.5,12
27,265,27,2019-12-20,80204,0,55403,W 109-100,*,36:30,9,19,0.474,3,6,0.5,6,13,0.462,0.553,7,7,1.0,4,2,6,5,3,0,3,1,28,24.8,15
28,266,28,2019-12-22,80204,1,90015,W 128-104,*,31:46,3,11,0.273,0,6,0.0,3,5,0.6,0.273,0,0,,1,2,3,5,1,0,2,0,6,3.3,16
29,267,29,2019-12-23,80204,1,85004,W 113-111,*,35:08,12,19,0.632,4,8,0.5,8,11,0.727,0.737,0,0,,1,2,3,7,2,0,4,2,28,22.9,6
30,268,30,2019-12-25,80204,0,70112,L 100-112,*,27:58,2,10,0.2,0,2,0.0,2,8,0.25,0.2,4,4,1.0,2,2,4,3,1,0,2,4,8,3.3,-4
31,269,31,2019-12-28,80204,0,38103,W 119-110,*,35:38,5,14,0.357,0,2,0.0,5,12,0.417,0.357,5,5,1.0,1,4,5,5,0,0,1,1,15,11.2,-2
32,270,32,2019-12-29,80204,0,95814,W 120-115,*,32:41,3,10,0.3,3,6,0.5,0,4,0.0,0.45,4,4,1.0,0,4,4,7,2,1,3,3,13,11.8,7
33,271,33,2019-12-31,80204,1,77002,L 104-130,*,30:17,5,14,0.357,2,4,0.5,3,10,0.3,0.429,0,0,,0,0,0,6,1,0,2,3,12,6.2,-9
34,272,34,2020-01-02,80204,1,46225,W 124-116,*,37:53,8,18,0.444,2,7,0.286,6,11,0.545,0.5,4,4,1.0,0,5,5,7,1,0,0,1,22,19.6,11
