Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,GSW,,MEM,W 123-118,*,30,5,11,.455,3,7,.429,0,0,,0,8,8,7,1,0,1,3,13,13.4,6
2024-11-12,GSW,,DAL,W 120-117,*,32,3,6,.500,2,4,.500,3,4,.750,0,7,7,6,3,2,0,2,11,17.5,20
2024-11-10,GSW,@,OKC,W 127-116,*,31,3,5,.600,2,3,.667,0,0,,0,4,4,11,0,0,3,4,8,10.0,8
2024-11-08,GSW,@,CLE,L 117-136,*,21,2,7,.286,2,5,.400,0,0,,0,2,2,6,3,0,2,4,6,6.1,-23
2024-11-06,GSW,@,BOS,W 118-112,*,30,2,8,.250,0,4,.000,5,6,.833,2,4,6,4,0,0,2,1,9,6.8,3
