Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-16,LAL,@,NOP,W 104-99,*,41,3,15,.200,2,9,.222,2,2,1.000,1,1,2,7,1,0,0,1,10,7.2,9
2024-11-15,LAL,@,SAS,W 120-115,*,32,6,12,.500,5,9,.556,2,2,1.000,1,2,3,6,0,0,0,3,19,17.3,-8
2024-11-13,LAL,,MEM,W 128-123,*,36,5,14,.357,3,11,.273,5,7,.714,0,2,2,6,1,0,3,4,18,10.6,-1
2024-11-10,LAL,,TOR,W 123-103,*,33,10,17,.588,3,9,.333,4,5,.800,0,1,1,6,1,0,0,4,27,22.6,11
2024-11-08,LAL,,PHI,W 116-106,*,30,7,13,.538,6,10,.600,0,0,,0,6,6,7,0,1,2,1,20,18.7,14
