Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-13,NYK,,CHI,L 123-124,*,34,3,6,.500,0,0,,0,0,,4,4,8,6,0,0,2,3,6,8.0,9
2024-11-12,NYK,@,PHI,W 111-99,*,37,6,8,.750,1,3,.333,1,1,1.000,1,11,12,10,1,1,4,3,14,18.3,16
2024-11-10,NYK,@,IND,L 121-132,*,43,7,12,.583,0,3,.000,2,3,.667,2,8,10,6,1,1,1,1,16,18.3,-16
2024-11-08,NYK,,MIL,W 116-94,*,33,4,5,.800,1,1,1.000,2,2,1.000,2,7,9,7,0,0,0,3,11,16.3,19
2024-11-06,NYK,@,ATL,L 116-121,*,38,6,9,.667,2,4,.500,0,0,,1,7,8,8,1,1,3,6,14,14.8,-14
