Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-15,MIA,@,IND,W 124-111,*,34,6,16,.375,2,9,.222,6,6,1.000,1,2,3,5,0,0,4,0,20,12.0,2
2024-11-12,MIA,@,DET,L 121-123 (OT),*,42,14,27,.519,10,17,.588,2,2,1.000,0,5,5,8,4,0,1,3,40,35.6,3
2024-11-10,MIA,@,MIN,W 95-94,*,34,9,15,.600,4,8,.500,4,5,.800,0,6,6,3,0,0,8,5,26,12.6,-6
2024-11-08,MIA,@,DEN,L 122-135,*,40,10,21,.476,4,10,.400,0,0,,1,6,7,11,0,0,1,0,24,22.5,-3
2024-11-06,MIA,@,PHO,L 112-115,*,35,9,15,.600,5,9,.556,5,5,1.000,0,3,3,6,0,0,3,3,28,22.0,5
