Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-16,LAL,@,NOP,W 104-99,*,37,12,20,.600,2,4,.500,5,7,.714,3,11,14,1,2,1,2,3,31,26.6,2
2024-11-15,LAL,@,SAS,W 120-115,*,36,14,26,.538,2,4,.500,10,12,.833,5,7,12,2,1,2,2,1,40,33.6,12
2024-11-13,LAL,,MEM,W 128-123,*,32,6,16,.375,2,3,.667,7,8,.875,2,12,14,3,0,3,3,5,21,16.0,-6
2024-11-10,LAL,,TOR,W 123-103,*,26,6,8,.750,2,2,1.000,8,10,.800,1,3,4,3,1,2,0,1,22,23.7,-3
2024-11-08,LAL,,PHI,W 116-106,*,35,11,20,.550,2,3,.667,7,8,.875,3,6,9,1,0,4,3,2,31,24.6,20
