Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-12,MIA,@,DET,L 121-123 (OT),*,44,8,13,.615,1,1,1.000,3,5,.600,6,6,12,3,0,1,1,1,20,20.7,1
2024-11-10,MIA,@,MIN,W 95-94,*,39,3,11,.273,0,2,.000,3,6,.500,0,7,7,7,1,3,4,2,9,6.6,12
2024-11-08,MIA,@,DEN,L 122-135,*,39,7,18,.389,1,5,.200,5,6,.833,2,7,9,4,2,0,3,3,20,13.9,-9
2024-11-06,MIA,@,PHO,L 112-115,*,34,5,21,.238,0,1,.000,2,2,1.000,7,5,12,6,5,1,1,2,12,13.8,0
2024-11-04,MIA,,SAC,L 110-111,*,36,7,15,.467,0,1,.000,2,5,.400,3,5,8,5,3,4,0,1,16,19.6,-3
