Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2024-11-13,OKC,,NOP,W 106-88,*,33,12,25,.480,3,7,.429,2,3,.667,0,5,5,5,2,2,2,0,29,22.3,18
2024-11-11,OKC,,LAC,W 134-128,*,39,13,21,.619,4,8,.500,15,16,.938,0,3,3,9,5,2,1,3,45,46.5,8
2024-11-10,OKC,,GSW,L 116-127,*,34,6,17,.353,0,2,.000,12,14,.857,1,4,5,4,0,1,4,0,24,15.1,-11
2024-11-08,OKC,,HOU,W 126-107,*,29,11,16,.688,1,2,.500,6,7,.857,1,4,5,4,1,1,3,2,29,24.4,5
2024-11-06,OKC,@,DEN,L 122-124,*,39,10,19,.526,0,3,.000,8,10,.800,0,2,2,6,1,1,8,1,28,16.0,3
